X,Y,Z,timestamp
-0.444,0.374,0.79,11421.928923380061
-0.45,0.374,0.79,11421.932916746266
-0.45,0.374,0.79,11421.936910112468
-0.45,0.374,0.79,11421.940903478673
-0.45,0.374,0.79,11421.944896844878
-0.45,0.374,0.79,11421.948890211082
-0.45,0.374,0.79,11421.952883577285
-0.45,0.374,0.79,11421.95687694349
-0.45,0.374,0.79,11421.960870309695
-0.45,0.374,0.79,11421.964863675898
-0.45,0.374,0.79,11421.968857042102
-0.454,0.37,0.79,11421.972850408307
-0.454,0.37,0.79,11421.97684377451
-0.454,0.37,0.79,11421.980837140714
-0.454,0.37,0.79,11421.984830506919
-0.454,0.37,0.79,11421.988823873122
-0.454,0.37,0.79,11421.992817239327
-0.454,0.37,0.79,11421.996810605531
-0.454,0.37,0.79,11422.000803971734
-0.454,0.37,0.79,11422.004797337939
-0.454,0.37,0.79,11422.008790704143
-0.456,0.372,0.792,11422.012784070348
-0.456,0.372,0.792,11422.016777436551
-0.456,0.372,0.792,11422.020770802756
-0.456,0.372,0.792,11422.02476416896
-0.456,0.372,0.792,11422.028757535163
-0.456,0.372,0.792,11422.032750901368
-0.456,0.372,0.792,11422.036744267572
-0.456,0.372,0.792,11422.040737633775
-0.456,0.372,0.792,11422.04473099998
-0.456,0.372,0.792,11422.048724366185
-0.458,0.366,0.788,11422.052717732387
-0.458,0.366,0.788,11422.056711098592
-0.458,0.366,0.788,11422.060704464797
-0.458,0.366,0.788,11422.064697831
-0.458,0.366,0.788,11422.068691197204
-0.458,0.366,0.788,11422.072684563409
-0.458,0.366,0.788,11422.076677929614
-0.458,0.366,0.788,11422.080671295817
-0.458,0.366,0.788,11422.084664662021
-0.458,0.366,0.788,11422.088658028226
-0.446,0.366,0.786,11422.092651394429
-0.446,0.366,0.786,11422.096644760633
-0.446,0.366,0.786,11422.100638126838
-0.446,0.366,0.786,11422.10463149304
-0.446,0.366,0.786,11422.108624859246
-0.446,0.366,0.786,11422.11261822545
-0.446,0.366,0.786,11422.116611591653
-0.446,0.366,0.786,11422.120604957858
-0.446,0.366,0.786,11422.124598324062
-0.446,0.366,0.786,11422.128591690265
-0.45,0.37,0.788,11422.13258505647
-0.45,0.37,0.788,11422.136578422675
-0.45,0.37,0.788,11422.14057178888
-0.45,0.37,0.788,11422.144565155082
-0.45,0.37,0.788,11422.148558521287
-0.45,0.37,0.788,11422.152551887491
-0.45,0.37,0.788,11422.156545253694
-0.45,0.37,0.788,11422.160538619899
-0.45,0.37,0.788,11422.164531986104
-0.45,0.37,0.788,11422.168525352306
-0.458,0.37,0.79,11422.172518718511
-0.458,0.37,0.79,11422.176512084716
-0.458,0.37,0.79,11422.180505450919
-0.458,0.37,0.79,11422.184498817123
-0.458,0.37,0.79,11422.188492183328
-0.458,0.37,0.79,11422.19248554953
-0.458,0.37,0.79,11422.196478915735
-0.458,0.37,0.79,11422.20047228194
-0.458,0.37,0.79,11422.204465648145
-0.458,0.37,0.79,11422.208459014348
-0.458,0.37,0.79,11422.212452380552
-0.462,0.366,0.788,11422.216445746757
-0.462,0.366,0.788,11422.22043911296
-0.462,0.366,0.788,11422.224432479165
-0.462,0.366,0.788,11422.22842584537
-0.462,0.366,0.788,11422.232419211572
-0.462,0.366,0.788,11422.236412577777
-0.462,0.366,0.788,11422.240405943981
-0.462,0.366,0.788,11422.244399310184
-0.462,0.366,0.788,11422.248392676389
-0.462,0.366,0.788,11422.252386042594
-0.462,0.362,0.79,11422.256379408796
-0.462,0.362,0.79,11422.260372775001
-0.462,0.362,0.79,11422.264366141206
-0.462,0.362,0.79,11422.26835950741
-0.462,0.362,0.79,11422.272352873613
-0.462,0.362,0.79,11422.276346239818
-0.462,0.362,0.79,11422.280339606023
-0.462,0.362,0.79,11422.284332972225
-0.462,0.362,0.79,11422.28832633843
-0.462,0.362,0.79,11422.292319704635
-0.454,0.368,0.784,11422.296313070838
-0.454,0.368,0.784,11422.300306437042
-0.454,0.368,0.784,11422.304299803247
-0.454,0.368,0.784,11422.30829316945
-0.454,0.368,0.784,11422.312286535654
-0.454,0.368,0.784,11422.31627990186
-0.454,0.368,0.784,11422.320273268064
-0.454,0.368,0.784,11422.324266634267
-0.454,0.368,0.784,11422.328260000471
-0.454,0.368,0.784,11422.332253366676
-0.454,0.374,0.788,11422.336246732879
-0.454,0.374,0.788,11422.340240099084
-0.454,0.374,0.788,11422.344233465288
-0.454,0.374,0.788,11422.348226831491
-0.454,0.374,0.788,11422.352220197696
-0.454,0.374,0.788,11422.3562135639
-0.454,0.374,0.788,11422.360206930103
-0.454,0.374,0.788,11422.364200296308
-0.454,0.374,0.788,11422.368193662513
-0.454,0.374,0.788,11422.372187028715
-0.46,0.366,0.788,11422.37618039492
-0.46,0.366,0.788,11422.380173761125
-0.46,0.366,0.788,11422.38416712733
-0.46,0.366,0.788,11422.388160493532
-0.46,0.366,0.788,11422.392153859737
-0.46,0.366,0.788,11422.396147225942
-0.46,0.366,0.788,11422.400140592144
